,,,,,,,,,,,,,,,,,,,,,
Start,Start Country,Start Lat,Start Long,End,End Country,End Lat,End Long,Year, Price , lower bound , upper bound ,CCY, USD equiv , USD equiv avg ,1 person?,Nationality of Migrant,Nationality of Smuggler,Service,Via,Source,Comment
Athens,Greece,,,Austria,Austria,,,2015,"  2,300 ",,,EUR,"  2,560 ","  2,560 ",TRUE,Syrian,,Taxi,,"Facebook, 19 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1606634452920876/?comment_id=1606634496254205&offset=0&total_comments=21&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Itinerary further up in comments
Athens,Greece,,,Finland,Finland,,,2015,"  4,000 ",,,EUR,"  4,440 ","  4,440 ",TRUE,Syrian,,Plane,,"Facebook, 19 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1606634452920876/?comment_id=1606635982920723&offset=0&total_comments=21&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",
Athens,Greece,,,Sweden,Sweden,,,2015,,"  3,500 ","  4,500 ",EUR, 3890-5000 ,"  4,450 ",TRUE,Iraqi,,Plane,,"Facebook, 19 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1606634452920876/?comment_id=1606659342918387&offset=0&total_comments=21&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Itinerary further up in comments
Serbia,Serbia,,,Germany,Germany,,,2015,"  1,600 ",,,EUR,"  1,780 ","  1,780 ",TRUE,,,Overland,,"Facebook, 10 August 2015, https://www.facebook.com/permalink.php?story_fbid=703236729810145&id=695890967211388&comment_id=703248053142346&offset=0&total_comments=17&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Itinerary further up in comments
Istanbul,Turkey,,,Europe,Europe,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Syrian,,Plane,,"Facebook, 26 August 2015, https://www.facebook.com/permalink.php?story_fbid=156415464695348&id=100009806865956",Not valid for UK
Athens,Greece,,,United Kingdom,United Kingdom,,,2015,"  9,000 ",,,EUR,"  10,000 ","  10,000 ",TRUE,Syrian,,Plane,,"Facebook, 26 August 2015, https://www.facebook.com/permalink.php?story_fbid=156415464695348&id=100009806865956",
Athens,Greece,,,Europe,Europe,,,2015,"  5,500 ",,,EUR,"  6,110 ","  6,110 ",TRUE,Syrian,,Plane,,"Facebook, 26 August 2015, https://www.facebook.com/permalink.php?story_fbid=156415464695348&id=100009806865956",Not valid for UK
Turkish Cyprus,Turkish Cyprus,,,Europe,Europe,,,2015,"  5,000 ",,,EUR,"  5,560 ","  5,560 ",TRUE,,,Unknown,,"Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=151537628516465&id=100009806865956",
Istanbul,Turkey,,,Europe,Europe,,,2015,"  8,000 ",,,EUR,"  8,890 ","  8,890 ",TRUE,,,Plane,,"Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=151537628516465&id=100009806865956",Not valid for UK
Greece,Greece,,,Europe,Europe,,,2015,"  6,000 ",,,EUR,"  6,670 ","  6,670 ",TRUE,,,Plane,,"Facebook, 14 August 2015, https://www.facebook.com/groups/1460061144257841/permalink/1604751913122096/",
Istanbul,Turkey,,,Greece,Greece,,,2015,"  2,500 ",,,EUR,"  2,780 ","  2,780 ",TRUE,,,Boat,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/975192035858998/","""Tourist yacht."" Payment on arrival"
Antalya,Turkey,,,Greece,Greece,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,,,Boat,,"Facebook, 26 August 2015, https://www.facebook.com/groups/899750546736481/permalink/975678422477026/",
Budapest,Hungary,,,Germany,Germany,,,2015,  500 ,,,EUR,  560 ,  560 ,TRUE,,,Car,,"Facebook, 23 August 2015, https://www.facebook.com/groups/899750546736481/permalink/973879859323549/?comment_id=974156572629211&offset=0&total_comments=10&comment_tracking=%7B%22tn%22%3A%22R5%22%7D",Itinerary in original post
Turkey,Turkey,,,Zuwara,Libya,,,2015,"  2,800 ",,,USD,"  2,800 ","  2,800 ",TRUE,,,Boat,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/975329932511875/",For adults. Includes Libyan visa. Payment on arrival.
Turkey,Turkey,,,Zuwara,Libya,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Boat,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/975329932511875/",For kids between 2 and 8. Includes Libyan visa. Payment on arrival.
Zuwara,Libya,,,Italy,Italy,,,2015,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/975329932511875/",
Egypt,Egypt,,,Zuwara,Libya,,,2015,,"  1,200 ","  1,400 ",USD, 1200-1400 ,"  1,300 ",TRUE,,,Unknown,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/975329932511875/",
Sudan,Sudan,,,Zuwara,Libya,,,2015,"  1,300 ",,,USD,"  1,300 ","  1,300 ",TRUE,Palestinian,,Overland,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/975329932511875/",Includes Sudanese visa
Austria,Austria,,,Belgium,Belgium,,,2015,  700 ,,,EUR,  780 ,  780 ,TRUE,,,Car,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/974893122555556/?comment_id=975066155871586&offset=0&total_comments=9&comment_tracking=%7B%22tn%22%3A%22R4%22%7D",Itinerary further up in comments
Austria,Austria,,,Netherlands,Netherlands,,,2015,  650 ,,,EUR,  720 ,  720 ,TRUE,,,Car,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/974893122555556/?comment_id=975066155871586&offset=0&total_comments=9&comment_tracking=%7B%22tn%22%3A%22R4%22%7D",Itinerary further up in comments
Budapest,Hungary,,,Austria,Austria,,,2015,  350 ,,,EUR,  390 ,  390 ,TRUE,,,Car,,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/974893122555556/?comment_id=975066155871586&offset=0&total_comments=9&comment_tracking=%7B%22tn%22%3A%22R4%22%7D",Itinerary further up in comments
Serbia,Serbia,,,Austria,Austria,,,2015,"  1,400 ",,,EUR,"  1,560 ","  1,560 ",TRUE,,,Overland (multiple modes),,"Facebook, 25 August 2015, https://www.facebook.com/groups/899750546736481/permalink/974715409239994/?comment_id=975157249195810&offset=0&total_comments=2&comment_tracking=%7B%22tn%22%3A%22R%22%7D",Itinerary further up in comments. 40 minutes walking and then car
Istanbul,Turkey,,,Germany,Germany,,,2015,"  7,000 ",,,USD,"  7,000 ","  7,000 ",TRUE,,,Unknown,,"Facebook, 23 August 2015, https://www.facebook.com/groups/899750546736481/permalink/973870289324506/",
Turkey,Turkey,,,Italy,Italy,,,2015,"  4,000 ",,,USD,"  4,000 ","  4,000 ",TRUE,,,Boat,Zuwara,"Facebook, 31 July 2015, https://www.facebook.com/groups/1608466179414249/permalink/1608511719409695/",Via Zuwara. Includes Libyan visa.
Turkey,Turkey,,,Zuwara,Libya,,,2015,"  3,000 ",,,USD,"  3,000 ","  3,000 ",TRUE,,,Boat,,"Facebook, 31 July 2015, https://www.facebook.com/groups/1608466179414249/permalink/1608511719409695/",Includes Libyan visa.
Turkey,Turkey,,,Italy,Italy,,,2015,"  3,700 ",,,USD,"  3,700 ","  3,700 ",TRUE,,,Boat,Libya,"Facebook, 21 August 2015, https://www.facebook.com/groups/1608466179414249/permalink/1615242522069948/",Via Libya
Izmir,Turkey,,,Lesbos,Greece,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,Syrian,,Boat,,"New York Times, 27 August 2015, http://www.nytimes.com/interactive/projects/cp/reporters-notebook/migrants/syrian-refugee-greece?hp&action=click&pgtype=Homepage&module=photo-spot-region&region=top-news&WT.nav=top-news",
Turkey,Turkey,,,Greece,Greece,,,2015,"  2,500 ",,,EUR,"  2,780 ","  2,780 ",TRUE,,,Boat,,"Facebook, 27 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1609458689305119/","""Yacht"""
Turkey,Turkey,,,Greece,Greece,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,,,Boat,,"Facebook, 27 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1609458689305119/",
Subotica,Serbia,,,Hungary,Hungary,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,Afghan,,Overland,,"Le Monde, 8 August 2015, http://www.lemonde.fr/europe/article/2015/08/08/dans-la-jungle-serbe-de-subotica-controlee-par-les-trafiquants_4716943_3214.html",
Hungary,Hungary,,,Budapest,Hungary,,,2015,  200 ,,,EUR,  220 ,  220 ,TRUE,,,Taxi,,"Le Monde, 8 August 2015, http://www.lemonde.fr/europe/article/2015/08/08/dans-la-jungle-serbe-de-subotica-controlee-par-les-trafiquants_4716943_3214.html",From Serbian border
Bodrum,Turkey,,,Kos,Greece,,,2015,"  1,200 ",,,EUR,"  1,330 ","  1,330 ",TRUE,Syrian,,Boat,,"Daily Mail, 18 August 2015, http://www.dailymail.co.uk/news/article-3201855/We-paid-1-200-Tonight-ll-Syrian-migrant-tells-paying-people-smuggler-transport-family-sea-Turkey-Greece-souvenir-shops-sell-lifejackets-desperate-refugees.html",
Turkey,Turkey,,,Kos,Greece,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,Syrian,,Boat,,"Daily Mail, 18 August 2015, http://www.dailymail.co.uk/news/article-3201855/We-paid-1-200-Tonight-ll-Syrian-migrant-tells-paying-people-smuggler-transport-family-sea-Turkey-Greece-souvenir-shops-sell-lifejackets-desperate-refugees.html",
Greece,Greece,,,Macedonia,Macedonia,,,2015,  500 ,,,USD,  500 ,  500 ,TRUE,,,Foot,,"Sky News, 24 August 2015, http://news.sky.com/story/1541055/the-route-migrants-are-taking-to-reach-europe",Price for West Africans. Escorted by former soldier (also West African)
Bodrum,Turkey,,,Kos,Greece,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,Syrian,,Boat,,"Ekathimerini, 13 August 2015, http://www.ekathimerini.com/200538/article/ekathimerini/community/kos-bears-brunt-as-people-smugglers-take-turkish-route",
Istanbul,Turkey,,,Thessaloniki,Greece,,,2015,"  1,900 ",,,USD,"  1,900 ","  1,900 ",TRUE,,,Unknown,,"New York Times, 26 August 2015, http://www.nytimes.com/interactive/2015/06/09/world/migrants-global-refugee-crisis-mediterranean-ukraine-syria-rohingya-malaysia-iraq.html",
Syria,Syria,,,France,France,,,2015,,"  4,000 ","  6,000 ",EUR, 4440-6670 ,"  5,560 ",TRUE,Syrian,,Unknown,,"La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",
Syria,Syria,,,France,France,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Syrian,,Unknown,,"La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",With fake passport and/or visa
Iraq,Iraq,,,France,France,,,2015,,"  4,000 ","  6,000 ",EUR, 4440-6670 ,"  5,560 ",TRUE,Iraqi,,Unknown,,"La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",
Iraq,Iraq,,,France,France,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Iraqi,,Unknown,,"La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",With fake passport and/or visa
Somalia,Somalia,,,France,France,,,2015,"  5,000 ",,,EUR,"  5,000 ","  5,000 ",TRUE,Somali,,Overland and boat,"Libya, Italy","La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",Via Libya and Italy
Somalia,Somalia,,,Libya,Libya,,,2015,"  3,000 ",,,EUR,"  3,330 ","  3,330 ",TRUE,Somali,,Overland,,"La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",In a 4x4
Libya,Libya,,,Sicily,Italy,,,2015,,  800 ,"  1,000 ",EUR, 890-1110 ,"  1,000 ",TRUE,Somali,,Boat,,"La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",
Calais,France,,,United Kingdom,United Kingdom,,,2015,  500 ,,,EUR,  560 ,  560 ,TRUE,,,Truck,,"La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",Price for access to a parking lot to try to get onto a truck
Calais,France,,,United Kingdom,United Kingdom,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,,,Truck,,"La Voix du Nord, 27 August 2015, http://www.lavoixdunord.fr/region/migrants-la-loi-des-passeurs-au-camp-de-teteghem-ia0b0n3009700",Price if the driver is in on the scheme
Gevgelija,Macedonia,,,Tabanov,Macedonia,,,2015,  500 ,,,EUR,  560 ,  560 ,FALSE,Syrian,,Bus,,"France TV Info, 25 August 2015, http://www.francetvinfo.fr/monde/europe/migrants/apres-la-grece-et-la-macedoine-un-millier-de-migrants-entre-en-hongrie_1055597.html",From Greek border to Serbian border. Total price for 18 people
Damascus,Syria,,,Greece,Greece,,,2015,"  4,000 ",,,EUR,"  4,440 ","  4,440 ",TRUE,Syrian,,Overland and boat,,"France TV Info, 25 August 2015, http://www.francetvinfo.fr/monde/europe/migrants/apres-la-grece-et-la-macedoine-un-millier-de-migrants-entre-en-hongrie_1055597.html",
Bodrum,Turkey,,,Kos,Greece,,,2015,  600 ,,,EUR,  670 ,  670 ,TRUE,Syrian,,Boat,,"France TV Info, 21 August 2015, http://www.francetvinfo.fr/monde/europe/migrants/direct-grece-de-bodrum-a-kos-sur-le-chemin-des-migrants_1050381.html",
Presevo,Serbia,,,Europe,Europe,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,Syrian,,Overland,,"New York Times, 27 August 2015, http://www.nytimes.com/interactive/projects/cp/reporters-notebook/migrants/syrian-refugee-greece?hp&action=click&pgtype=Homepage&module=photo-spot-region&region=top-news&WT.nav=top-news",
Aleppo,Syria,,,Turkey,Turkey,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",FALSE,Syrian,,Overland,,"The Guardian, 27 August 2015, http://www.theguardian.com/world/2015/aug/27/austria-western-europes-migration-crisis-starts-here",Price for a family of five
Turkey,Turkey,,,Serbia,Serbia,,,2015,  500 ,,,EUR,  560 ,  560 ,FALSE,Syrian,,Overland,Macedonia,"The Guardian, 27 August 2015, http://www.theguardian.com/world/2015/aug/27/austria-western-europes-migration-crisis-starts-here",Price for a family of five. Via Macedonia
Serbia,Serbia,,,Traiskirchen,Austria,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",FALSE,Syrian,,Overland,Macedonia,"The Guardian, 27 August 2015, http://www.theguardian.com/world/2015/aug/27/austria-western-europes-migration-crisis-starts-here",Price for a family of five. Via Macedonia
Homs,Syria,,,Hungary,Hungary,,,2015,"  9,000 ",,,USD,"  9,000 ","  9,000 ",TRUE,Syrian,,Overland,"Damascus, Kalymnos, Athens, Macedonia, Serbia","The Guardian, 26 August 2015, http://www.theguardian.com/world/2015/aug/26/hungary-migrants-razor-wire-fence-roszke","Via Damascus, Kalymnos, Athens, Macedonia, and Serbia"
Turkey,Turkey,,,Italy,Italy,,,2015,"  4,000 ",,,USD,"  4,000 ","  4,000 ",TRUE,,,Unknown,"Libya, Italy","Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=1027567983923147&id=906154969397783","Says plane to Libya, but I'm skeptical. Definitely boat to Italy. Payment in part in Libya and other part in Italy"
Russia,Russia,,,Germany,Germany,,,2015,"  8,000 ",,,USD,"  8,000 ","  8,000 ",TRUE,,,Taxi,Ukraine,"Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=1027397250606887&id=906154969397783",Via Ukraine
Russia,Russia,,,Austria,Austria,,,2015,"  8,000 ",,,USD,"  8,000 ","  8,000 ",TRUE,,,Taxi,Ukraine,"Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=1027397250606887&id=906154969397783",Via Ukraine
Ukraine,Ukraine,,,Austria,Austria,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Taxi,,"Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=1027397250606887&id=906154969397783",
Ukraine,Ukraine,,,Germany,Germany,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Taxi,,"Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=1027397250606887&id=906154969397783",
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Boat,,"Facebook, 18 August 2015, https://www.facebook.com/permalink.php?story_fbid=1026178617395417&id=906154969397783",
Sudan,Sudan,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Overland and boat,Libya,"Facebook, 15 August 2015, https://www.facebook.com/permalink.php?story_fbid=1024497427563536&id=906154969397783",Via Libya
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Boat,Libya,"Facebook, 21 July 2015, https://www.facebook.com/permalink.php?story_fbid=1011608355519110&id=906154969397783",Via Libya. Payment on arrival
Algeria,Algeria,,,Italy,Italy,,,2015,"  2,200 ",,,USD,"  2,200 ","  2,200 ",TRUE,,,Overland and boat,Libya,"Facebook, 21 July 2015, https://www.facebook.com/permalink.php?story_fbid=1011608355519110&id=906154969397783",Via Libya
Tunisia,Tunisia,,,Italy,Italy,,,2015,"  1,500 ",,,USD,"  1,500 ","  1,500 ",TRUE,,,Overland and boat,Libya,"Facebook, 21 July 2015, https://www.facebook.com/permalink.php?story_fbid=1011608355519110&id=906154969397783",Via Libya
Turkey,Turkey,,,Austria,Austria,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Unknown,,"Facebook, 2 July 2015, https://www.facebook.com/permalink.php?story_fbid=392414160950595&id=392413304284014",
Turkey,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Unknown,,"Facebook, 2 July 2015, https://www.facebook.com/permalink.php?story_fbid=392414160950595&id=392413304284014",
Greek-Macedonian Border,Greece,,,Macedonia-Serbia Border,Macedonia,,,2015,  300 ,,,EUR,  330 ,  330 ,TRUE,Syrian,,Taxi,,"Middle East Eye, 26 August 2015, http://www.middleeasteye.net/news/givaras-europe-journey-continues-macedonia-serbia-hungary-900860626",
Greek-Macedonian Border,Greece,,,Macedonia-Serbia Border,Macedonia,,,2015,  30 ,,,EUR,  33 ,  33 ,TRUE,Syrian,,Bus,,"Middle East Eye, 26 August 2015, http://www.middleeasteye.net/news/givaras-europe-journey-continues-macedonia-serbia-hungary-900860626",
Mecedonia,Macedonia,,,Serbia,Serbia,,,2015,  500 ,,,USD,  500 ,  500 ,TRUE,Syrian,,Overland,,"The Guardian, 30 August 2015, http://www.theguardian.com/world/2015/aug/30/balkans-now-centre-of-europes-people-smuggling-web",
Turkey,Turkey,,,Kos,Greece,,,2015,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,Syrian,,Boat,,"The Guardian, 30 August 2015, http://www.theguardian.com/world/2015/aug/30/balkans-now-centre-of-europes-people-smuggling-web",Inflatable boat
Syria,Syria,,,France,France,,,2015,"  15,000 ",,,USD,"  15,000 ","  15,000 ",TRUE,Syrian,,Unknown,,"The Guardian, 30 August 2015, http://www.theguardian.com/world/2015/aug/30/balkans-now-centre-of-europes-people-smuggling-web",
Syria,Syria,,,United Kingdom,United Kingdom,,,2015,"  15,000 ",,,USD,"  15,000 ","  15,000 ",TRUE,Syrian,,Unknown,,"The Guardian, 30 August 2015, http://www.theguardian.com/world/2015/aug/30/balkans-now-centre-of-europes-people-smuggling-web",
Subotica,Serbia,,,Austria,Austria,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Syrian,,Truck,,"New York Times, 31 August 2015, http://www.nytimes.com/2015/08/31/world/europe/as-police-investigate-deaths-in-truck-migrants-and-smugglers-appear-to-shift-tactics.html?_r=0",
Belgrade,Serbia,,,Austria,Austria,,,2015,"  1,350 ",,,EUR,"  1,500 ","  1,500 ",TRUE,Syrian,,Unknown,,"New York Times, 30 August 2015, http://www.nytimes.com/interactive/projects/cp/reporters-notebook/migrants/serbia-refugees-smugglers",Price for adults
Belgrade,Serbia,,,Sweden,Sweden,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Syrian,,Unknown,,"New York Times, 30 August 2015, http://www.nytimes.com/interactive/projects/cp/reporters-notebook/migrants/serbia-refugees-smugglers",Price for adults
Belgrade,Serbia,,,Sweden,Sweden,,,2015,"  13,000 ",,,EUR,"  14,440 ","  14,440 ",FALSE,Syrian,,Unknown,,"New York Times, 30 August 2015, http://www.nytimes.com/interactive/projects/cp/reporters-notebook/migrants/serbia-refugees-smugglers",Total price for 8 adults and 6 children
Budapest,Hungary,,,Vienna,Austria,,,2015,,  500 ,  550 ,EUR, 550-610 ,  580 ,TRUE,Syrian,,Overland,,"New York Times, 29 August 2015, http://www.nytimes.com/2015/08/29/world/europe/europe-migrant-refugee-crisis.html",
Turkey,Turkey,,,Lesbos,Greece,,,2015,"  2,200 ",,,USD,"  2,200 ","  2,200 ",FALSE,Syrian,,Boat,,"ABC News, 28 August 2015, http://abcnews.go.com/International/wireStory/austrian-police-suspects-arrested-hungary-connection-deaths-71-33375680","Price for a husband, wife, and 1-year-old baby"
