,,,,,,,,,,,,,,,,,,,,,
Start,Start Country,Start Lat,Start Long,End,End Country,End Lat,End Long,Year, Price , lower bound , upper bound ,CCY, USD equiv , USD equiv avg ,1 person?,Nationality of Migrant,Nationality of Smuggler,Service,Via,Source,Comment
Nouadhibou,Mauritania,,,Canary Islands,Spain,,,2006,,  400 ,"  1,500 ",EUR, 500-1880 ,"  1,190 ",TRUE,,,Boat,,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe",Low end is for open wooden boat; high end is for steel-hulled boat. Prices for Sub-Saharan Africans
Nouadhibou,Mauritania,,,Canary Islands,Spain,,,2005,"  2,100 ",,,EUR,"  2,520 ","  2,520 ",TRUE,,,Boat,,"Pauline Carnet, 2011, https://hal.archives-ouvertes.fr/tel-00691680/document",
Nouadhibou,Mauritania,,,Canary Islands,Spain,,,2006,"  1,000 ",,,EUR,"  1,250 ","  1,250 ",TRUE,,,Boat,,"Serge Daniel, Les Routes Clandestines, 2008",Cigarette smugglers' boat
Nouadhibou,Mauritania,,,Canary Islands,Spain,,,2006,  500 ,,,EUR,  625 ,  625 ,TRUE,Malian,,Boat,,"Serge Daniel, Les Routes Clandestines, 2008",Price for a Malian
Nouadhibou,Mauritania,,,Canary Islands,Spain,,,2006,  800 ,,,EUR,"  1,000 ","  1,000 ",TRUE,Nigerian,,Boat,,"Serge Daniel, Les Routes Clandestines, 2008",Price for a Nigerian
Nouadhibou,Mauritania,,,Canary Islands,Spain,,,2006,  800 ,,,EUR,"  1,000 ","  1,000 ",TRUE,Senegalese,,Boat,,"Serge Daniel, Les Routes Clandestines, 2008",Price for a Senegalese man
Rabat,Morocco,,,Canary Islands,Spain,,,2004,  900 ,,,EUR,"  1,080 ","  1,080 ",TRUE,Malian,,Overland and boat,Western Sahara,"Pauline Carnet, 2011, https://hal.archives-ouvertes.fr/tel-00691680/document","Price includes 18 days' worth of food and lodging in Rabat, trip to coast (via Western Sahara), and then boat trip"
Senegal,Senegal,,,Canary Islands,Spain,,,2007,,"  1,500 ","  2,000 ",EUR, 2000-2670 ,"  2,335 ",TRUE,,,Boat,,http://www.unodc.org/documents/data-and-analysis/tocta/TOCTA_Report_2010_low_res.pdf,Small wooden boats or inflatable rafts
Senegal,Senegal,,,Canary Islands,Spain,,,2006,,  480 ,"  1,930 ",USD, 480-1930 ,"  1,205 ",TRUE,,,Unknown,,http://www.unhcr.org/49e479ca0.pdf,
Senegal,Senegal,,,Canary Islands,Spain,,,2007,,  725 ,  900 ,USD, 725-900 ,  813 ,TRUE,Senegalese,,Boat,,"Anaik Pian, 2011, http://remi.revues.org/5530",Price for Senegalese
Senegal,Senegal,,,Canary Islands,Spain,,,2006,  900 ,,,USD,  900 ,  900 ,TRUE,Senegalese,,Boat,,"Anaik Pian, 2011, http://remi.revues.org/5530",Price for Senegalese
Senegal,Senegal,,,Canary Islands,Spain,,,2008,  600 ,,,EUR,  950 ,  950 ,TRUE,,,Boat,,"Pauline Carnet, 2011, https://hal.archives-ouvertes.fr/tel-00691680/document",
Senegal,Senegal,,,Canary Islands,Spain,,,2006,  725 ,,,USD,  725 ,  725 ,TRUE,Senegalese,,Boat,,"Migreurop, 2011, http://www.migreurop.org/IMG/pdf/rapport-exiles-05-12-11.pdf",
Senegal,Senegal,,,Canary Islands,Spain,,,2006,  450 ,,,USD,  450 ,  450 ,TRUE,Senegalese,,Boat,,"Migreurop, 2011, http://www.migreurop.org/IMG/pdf/rapport-exiles-05-12-11.pdf",
Senegal,Senegal,,,Canary Islands,Spain,,,2006,  905 ,,,USD,  905 ,  905 ,TRUE,Senegalese,,Boat,,"Migreurop, 2011, http://www.migreurop.org/IMG/pdf/rapport-exiles-05-12-11.pdf",
Senegal,Senegal,,,Canary Islands,Spain,,,2009,,"  2,500 ","  3,000 ",EUR, 3520-4230 ,"  3,875 ",TRUE,,,Boat,,"UNODC, 2011, https://www.unodc.org/documents/human-trafficking/Migrant-Smuggling/Report_SOM_West_Africa_EU.pdf",
Senegal,Senegal,,,Canary Islands,Spain,,,2009,"  1,000 ",,,EUR,"  1,410 ","  1,410 ",TRUE,,,Boat,,"UNODC, 2011, https://www.unodc.org/documents/human-trafficking/Migrant-Smuggling/Report_SOM_West_Africa_EU.pdf",Canoe
Senegal,Senegal,,,Canary Islands,Spain,,,2008,,"  400,000 ","  500,000 ",XOF, 960-1200 ,"  1,080 ",TRUE,,,Boat,,"UNODC, 2011, https://www.unodc.org/documents/human-trafficking/Migrant-Smuggling/Report_SOM_West_Africa_EU.pdf",
Western Sahara,Western Sahara,,,Canary Islands,Spain,,,2008,,  800 ,"  1,000 ",EUR, 1270-1590 ,"  1,430 ",TRUE,,,Boat,,"UNODC, 2011, https://www.unodc.org/documents/human-trafficking/Migrant-Smuggling/Report_SOM_West_Africa_EU.pdf",Price for West Africans or Asians
Western Sahara,Western Sahara,,,Canary Islands,Spain,,,2008,,  400 ,  600 ,EUR, 630-950 ,  790 ,TRUE,Moroccan,,Boat,,"UNODC, 2011, https://www.unodc.org/documents/human-trafficking/Migrant-Smuggling/Report_SOM_West_Africa_EU.pdf",Price for Moroccans
Western Sahara,Western Sahara,,,Canary Islands,Spain,,,2008,"  1,800 ",,,EUR,"  2,860 ","  2,860 ",TRUE,,,Boat,,"UNODC, 2011, https://www.unodc.org/documents/human-trafficking/Migrant-Smuggling/Report_SOM_West_Africa_EU.pdf",Price for a West African
Mostaganem,Algeria,,,Cartagena,Spain,,,2014,"  1,000 ",,,EUR,"  1,370 ","  1,370 ",TRUE,Algerian,,Unknown,,http://murciatoday.com/during-2014-232-illegal-immigrants-reached-murcian-waters_24549-a.html,
Mostaganem,Algeria,,,Cartagena,Spain,,,2014,  600 ,,,EUR,  800 ,  800 ,TRUE,,,Unknown,,http://murciatoday.com/ten-arrested-for-human-trafficking-in-murcia-and-almer%C3%ADa_24530-a.html#.VNOQoS7KqkI,
Augusta,Italy,,,Catania,Italy,,,2014,  150 ,,,EUR,  200 ,  200 ,TRUE,Syrian,Tunisian,Overland,,"Save the Children, 1 June 2014, http://www.savethechildren.de/fileadmin/Dokumente_Download/SC_report_The_boat_is_safe_and_other_lies.pdf",Price per person for a group of 15 Syrians to be taken by Tunisian smugglers from the reception center in Augusta to the train station in Catania
Istanbul,Turkey,,,Central Europe,Central Europe,,,2014,"  5,000 ",,,EUR,"  6,670 ","  6,670 ",TRUE,,,Unknown,,"Swiss government, 2014, http://www.ksmm.admin.ch/dam/data/ksmm/dokumentation/berichte/ber-ksmm-2014-f.pdf",
Bangladesh,Bangladesh,,,Ceuta,Spain,,,2006,,"  6,000 ","  8,000 ",EUR, 7500-10000 ,"  8,775 ",TRUE,Bangladeshi,,"Overland, boat, and plane","Dubai, Bamako, Morocco","Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Plane from Dhaka to Dubai, plane from Dubai to Bamako, overland to Morocco, then boat to Ceuta"
Bangladesh,Bangladesh,,,Ceuta,Spain,,,2005,,"  6,000 ","  8,000 ",EUR, 7200-9600 ,"  8,400 ",TRUE,Bangladeshi,,"Overland, boat, and plane","Dubai, Bamako, Morocco","Michael Collyer, 2006, https://www.compas.ox.ac.uk/fileadmin/files/Publications/working_papers/WP_2006/WP0631_Collyer.pdf","Bangladesh to Dubai by air, Dubai to Bamako by air, overland to Morocco, then to Ceuta by sea"
Morocco,Morocco,,,Ceuta,Spain,,,2005,"  1,200 ",,,EUR,"  1,440 ","  1,440 ",TRUE,,,Overland,,"Michael Collyer, 2006, https://www.compas.ox.ac.uk/fileadmin/files/Publications/working_papers/WP_2006/WP0631_Collyer.pdf","""Standard price"" to be smuggled into Spanish North African enclaves"
Morocco,Morocco,,,Ceuta,Spain,,,2008,"  3,000 ",,,EUR,"  4,760 ","  4,760 ",TRUE,,,Overland,,"Migreurop, 2009, http://www.migreurop.org/IMG/pdf/Rapport-Migreurop-oct2009-def.pdf",Smuggling through the front gate in a vehicle
Morocco,Morocco,,,Ceuta,Spain,,,2009,,"  1,000 ","  4,500 ",EUR, 1410-6340 ,"  3,875 ",TRUE,,,Car,,"UNODC, 2011, https://www.unodc.org/documents/human-trafficking/Migrant-Smuggling/Report_SOM_West_Africa_EU.pdf",
Italy,Italy,,,Chiasso,Switzerland,,,2015,  100 ,,,EUR,  110 ,  110 ,TRUE,Eritrean,,Train,,"24 Heures, 25 June 2015, http://www.24heures.ch/suisse/crise-asile-encourage-business-juteux-passeurs/story/11557100","Price for migrants by train, generally Eritreans"
Izmir,Turkey,,,Chios,Greece,,,2014,"  1,000 ",,,EUR,"  1,330 ","  1,330 ",TRUE,Syrian,,Boat,,https://samoschronicles.wordpress.com/2014/12/09/in-syntagma-square-syrian-refugees-fight-back/,Price per attempt for a Syrian
Turkey,Turkey,,,Chios,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Deutsche Welle, 17 June 2015, http://www.dw.com/en/greece-new-routes/av-18523642",Rubber boat
Somcuta Mare,Romania,,,Como,Italy,,,2008,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,Pakistani,,Overland,"Austria, Udine","Migreurop, 2011, http://www.migreurop.org/IMG/pdf/rapport-exiles-05-12-11.pdf","Via Austria and Udine, Italy"
Milan,Italy,,,Copenhagen,Denmark,,,2015,  750 ,,,EUR,  830 ,  830 ,TRUE,Syrian,,Car,,"Patrick Kingsley, 9 June 2015, http://www.theguardian.com/world/ng-interactive/2015/jun/09/a-migrants-journey-from-syria-to-sweden-interactive",Price per person for a car trip
Turkey,Turkey,,,Corigliano,Italy,,,2015,,"  4,000 ","  8,000 ",USD, 4000-8000 ,"  6,000 ",TRUE,Syrian,,Boat,,http://www.france24.com/fr/20150104-cargos-fantomes-nouvelle-strategie-immigration-clandestine-italie-trafic-humain/,
Croatia,Croatia,,,Croatia,Croatia,,,2008,"  1,200 ",,,EUR,"  1,900 ","  1,900 ",TRUE,,,Overland,,"ICMPD Yearbook 2008, 2010, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2010/ICMPD-Yearbook-of-Illegal-Migration-in-2008-with_cover.pdf",Price to cross Croatian territory
Greece,Greece,,,Croatia,Croatia,,,2014,"  1,200 ",,,EUR,"  1,600 ","  1,600 ",TRUE,Syrian,,Overland,,"UNHCR, February 2015, http://tracks.unhcr.org/2015/02/caught-up-in-calais/",Price for a Syrian
Montenegro,Montenegro,,,Croatia,Croatia,,,2010,,  200 ,  400 ,EUR, 250-500 ,  375 ,TRUE,,,Overland,,"ICMPD Yearbook 2010, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2014/ICMPD_Yearbook2010_A5_final.pdf",
Slovenia,Slovenia,,,Croatia,Croatia,,,2006,,"  1,500 ","  2,000 ",EUR, 1880-2500 ,"  2,190 ",TRUE,,,Overland,,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",
Slovenia,Slovenia,,,Croatia,Croatia,,,2006,,"  6,000 ","  8,000 ",EUR, 7500-10000 ,"  8,775 ",TRUE,Pakistani,,Overland,,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Price for Pakistanis
Slovenia,Slovenia,,,Croatia,Croatia,,,2006,"  3,000 ",,,EUR,"  3,750 ","  3,750 ",TRUE,Albanian,,Overland,,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Price for Albanians
Slovenia,Slovenia,,,Croatia,Croatia,,,2006,"  2,000 ",,,EUR,"  2,500 ","  2,500 ",TRUE,Serbian,,Overland,,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Price for Serbians
Slovenia,Slovenia,,,Croatia,Croatia,,,2006,"  1,500 ",,,EUR,"  1,880 ","  1,880 ",TRUE,Macedonian,,Overland,,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Price for Macedonians
Slovenia,Slovenia,,,Croatia,Croatia,,,2006,"  1,000 ",,,EUR,"  1,250 ","  1,250 ",TRUE,Moldovan,,Overland,,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Price for Moldovans and Romanians
Slovenia,Slovenia,,,Croatia,Croatia,,,2006,  800 ,,,EUR,"  1,000 ","  1,000 ",TRUE,Bosnian,,Overland,,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Price for Bosnians
Turkey,Turkey,,,Cyprus,Cyprus,,,2009,,"  2,000 ","  3,000 ",EUR, 2820-4230 ,"  3,525 ",TRUE,,,Boat,,"ICMPD Yearbook 2009, 2011, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2011/ICMPD_Yearbook2009.pdf",
Hungary,Hungary,,,Czech Republic,Czech Republic,,,2003,,  800 ,"  1,000 ",USD, 800-1000 ,  900 ,TRUE,,,Unknown,,"Spiegel, April 30th 2003",on a price list of a trafficking organisation
Poland,Poland,,,Czech Republic,Czech Republic,,,2007,"  1,500 ",,,EUR,"  2,000 ","  2,000 ",TRUE,,,Overland,,http://gazetacodzienna.pl/article/wydarzenia/cieszyn-wpadli-przemytnicy-ludzi,
Ukraine,Ukraine,,,Czech Republic,Czech Republic,,,2002,,"  1,000 ","  1,900 ",USD, 1000-1900 ,"  1,450 ",TRUE,,,Unknown,,"Spiegel, April 30th 2002",on a price list of a trafficking organisation
Vietnam,Vietnam,,,Czech Republic,Czech Republic,,,2008,"  8,000 ",,,USD,"  8,000 ","  8,000 ",TRUE,Vietnamese,,Unknown,,"ICMPD Yearbook 2008, 2010, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2010/ICMPD-Yearbook-of-Illegal-Migration-in-2008-with_cover.pdf",Price includes Schengen visa
Czech Republic,Czech Republic,,,Denmark,Denmark,,,2008,  300 ,,,EUR,  480 ,  480 ,TRUE,Mongolian,Mongolian,Overland,,"ICMPD Yearbook 2008, 2010, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2010/ICMPD-Yearbook-of-Illegal-Migration-in-2008-with_cover.pdf","Price for Mongolians, organized by Mongolian smugglers"
Homs,Syria,,,Denmark,Denmark,,,2013,"  10,000 ",,,USD,"  10,000 ","  10,000 ",TRUE,Syrian,,Car and plane,,Paid 10k for a swedish passport and plane ticket - had to return swedish pass when arriving to Denmark.,
Iraq,Iraq,,,Denmark,Denmark,,,2001,"  12,000 ",,,USD,"  12,000 ","  12,000 ",TRUE,,,Unknown,,"Ilse van Liempt, Navigating Borders, 2007",
Syria,Syria,,,Denmark,Denmark,,,2014,"  13,000 ",,,USD,"  13,000 ","  13,000 ",TRUE,Syrian,,Unknown,Athens,"Toronto Star, 10 Novermber 2014, http://www.thestar.com/news/world/2014/11/10/for_human_smugglers_no_shortage_of_customers.html","Price for a journey from Syria to Denmark via Athens. Smugglers told the Syrian migrant on the way that the Athens-to-Denmark leg was too dangerous, so he's stuck in Athens"
Agadez,Niger,,,Dirkou,Niger,,,2004,,  18 ,  36 ,USD, 18-36 ,  27 ,TRUE,,,Truck,,"Autrepart, 2005, http://www.cairn.info/revue-autrepart-2005-4-page-43.htm",
Agadez,Niger,,,Dirkou,Niger,,,2004,,  36 ,  54 ,USD, 36-54 ,  45 ,TRUE,,,Truck,,"Autrepart, 2005, http://www.cairn.info/revue-autrepart-2005-4-page-43.htm",
Agadez,Niger,,,Dirkou,Niger,,,2004,,  18 ,  36 ,USD, 18-36 ,  27 ,TRUE,,,Truck,,"Julien Brachet, 2007, https://hal.archives-ouvertes.fr/tel-00339059v2/document",
Agadez,Niger,,,Dirkou,Niger,,,2005,,  18 ,  36 ,USD, 18-36 ,  27 ,TRUE,,,Truck,,"Julien Brachet, 2007, https://hal.archives-ouvertes.fr/tel-00339059v2/document",
Agadez,Niger,,,Dirkou,Niger,,,2004,,  36 ,  54 ,USD, 36-54 ,  45 ,TRUE,,,Truck,,"Julien Brachet, 2007, https://hal.archives-ouvertes.fr/tel-00339059v2/document",
Agadez,Niger,,,Dirkou,Niger,,,2005,,  36 ,  54 ,USD, 36-54 ,  45 ,TRUE,,,Truck,,"Julien Brachet, 2007, https://hal.archives-ouvertes.fr/tel-00339059v2/document",
Agadez,Niger,,,Dirkou,Niger,,,2009,,"  30,000 ","  40,000 ",XOF, 64-85 ,  75 ,TRUE,,,Overland,,"ICMPD, 2010, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2010/Libya_Survey_Report_electronic_version_edited.pdf",
Agadez,Niger,,,Dirkou,Niger,,,2008,"  7,000 ",,,XOF,  17 ,  17 ,TRUE,Nigerian,,Car,,"ICMPD, 2010, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2010/Libya_Survey_Report_electronic_version_edited.pdf",Price for Nigerians
Agadez,Niger,,,Djanet,Algeria,,,2004,  91 ,,,USD,  91 ,  91 ,TRUE,,,Truck,,"Julien Brachet, 2007, https://hal.archives-ouvertes.fr/tel-00339059v2/document",
Agadez,Niger,,,Djanet,Algeria,,,2005,  109 ,,,USD,  109 ,  109 ,TRUE,,,Truck,,"Julien Brachet, 2007, https://hal.archives-ouvertes.fr/tel-00339059v2/document",
Arlit,Niger,,,Djanet,Algeria,,,2005,,  54 ,  72 ,USD, 54-72 ,  63 ,TRUE,,,Truck,,"Julien Brachet, 2007, https://hal.archives-ouvertes.fr/tel-00339059v2/document",
Calais,France,,,Dover,United Kingdom,,,2014,,  400 ,"  1,000 ",EUR, 530-1330 ,  930 ,TRUE,,,Truck,,http://www.liberation.fr/societe/2014/10/29/prison-ferme-pour-des-passeurs-de-migrants-a-calais_1131686,
Calais,France,,,Dover,United Kingdom,,,2014,"  5,000 ",,,EUR,"  6,670 ","  6,670 ",TRUE,,,Car,,http://www.liberation.fr/societe/2014/10/29/prison-ferme-pour-des-passeurs-de-migrants-a-calais_1131686,
Gaza,Palestine,,,Egypt,Egypt,,,2014,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,Palestinian,,Unknown,,"Al-Monitor, June 2014, http://www.al-monitor.com/pulse/originals/2014/06/gaza-travel-agencies-human-smuggling.html#",Average price offered by various smugglers in Gaza
Gaza,Palestine,,,Egypt,Egypt,,,2014,,  400 ,  600 ,USD, 400-600 ,  500 ,TRUE,Palestinian,,Tunnel,,"The Guardian, 1 October 2014, http://www.theguardian.com/world/2014/oct/01/-sp-sea-mediterranean-migrant-disaster",Price to use tunnels out of Gaza
Sudan,Sudan,,,Egypt,Egypt,,,2013,,"  1,500 ","  5,000 ",USD, 1500-5000 ,"  3,250 ",TRUE,Eritrean,Rashaida,Truck,,"RMMS, 2014, http://www.regionalmms.org/fileadmin/content/rmms_publications/Going_West_migration_trends_Libya___Europe_final.pdf","Price for Eritreans, paid to Rashaida traffickers"
Sudan,Sudan,,,Egypt,Egypt,,,2012,"  3,000 ",,,USD,"  3,000 ","  3,000 ",TRUE,Eritrean,Rashaida,Truck,,"Van Reisen et al, Human Trafficking Cycle: Sinai and Beyond, December 2013",Price charged by Rashaida traffickers to bring Eritreans from Sudan to Egypt
Kosovo,Kosovo,,,United Kingdom,United Kingdom,,,2002,"  2,500 ",,,EUR,"  3,010 ","  3,010 ",TRUE,,,Unknown,,"Basler Zeitung, September 28, 2002",
Kosovo,Kosovo,,,United Kingdom,United Kingdom,,,2000,"  2,400 ",,,CHF,"  1,870 ","  1,870 ",TRUE,,,Unknown,,"Der Bund, June 20th 2000",Costs per person
Kurdistan,Iraq,,,United Kingdom,United Kingdom,,,2000,"  6,000 ",,,CHF,"  4,680 ","  4,680 ",TRUE,,,Unknown,,"Der Bund, June 20th 2000",Costs per person
Turkey,Turkey,,,United Kingdom,United Kingdom,,,2000,"  4,400 ",,,CHF,"  3,430 ","  3,430 ",TRUE,,,Unknown,,"Der Bund, June 20th 2000",Costs per person
Asmara,Eritrea,,,Ethiopia,Ethiopia,,,2012,"  2,000 ",,,USD,"  2,000 ","  2,000 ",TRUE,Eritrean,,Overland,,"Watson.ch, 2015, http://www.watson.ch/Best%20of%20watson/articles/291745343-%C2%ABMein-Name-ist-Idris--ich-bin-21-Jahre-alt-und-von-Eritrea-%C3%BCber-das-Mittelmeer-in-die-Schweiz-gefl%C3%BCchtet%C2%BB?utm_source=reng&utm_medium=nrec&ub=0&ss=2&ut=2&sp=100&utm_av=A",
Eritrea,Eritrea,,,Ethiopia,Ethiopia,,,2015,,  100 ,  700 ,USD, 100-700 ,  400 ,TRUE,Eritrean,,Overland (multiple modes),,"BBC, 17 July 2015, http://www.bbc.com/news/world-africa-33525280",
Afghanistan,Afghanistan,,,Europe,Europe,,,2014,,"  8,000 ","  12,000 ",EUR, 10670-16000 ,"  13,335 ",TRUE,Afghan,,Unknown,"Iran, Turkey, Austria","Swiss government, 2014, http://www.ksmm.admin.ch/dam/data/ksmm/dokumentation/berichte/ber-ksmm-2014-f.pdf","Via Iran, Turkey, and Austria"
Afghanistan,Afghanistan,,,Europe,Europe,,,2013,,"  3,000 ","  7,000 ",USD, 3000-7000 ,"  5,000 ",TRUE,Afghan,,Unknown,,"IRMA Governing Irregular Migration, April 2013, http://irma.eliamep.gr/wp-content/uploads/2013/04/IRMA-Case-Study_Afghanistan-EN.pdf",
Afghanistan,Afghanistan,,,Europe,Europe,,,2014,,"  6,000 ","  10,000 ",EUR, 8000-13330 ,"  10,665 ",TRUE,Afghan,,Unknown,,"Di Nicola and Musumeci, Confessioni di un Traficante di Uomini, 2014",
Afghanistan,Afghanistan,,,Europe,Europe,,,2015,,"  3,000 ","  10,000 ",USD, 3000-10000 ,"  6,500 ",TRUE,Afghan,,Overland,,"IRMA, 2015, http://irma.eliamep.gr/wp-content/uploads/2013/04/IRMA-Case-Study_Afghanistan-EN.pdf",
Afghanistan,Afghanistan,,,Europe,Europe,,,2009,"  5,000 ",,,GBP,"  8,000 ","  8,000 ",TRUE,Afghan,,Overland and boat,"Turkey, Greece","Matthew Carr, 2012, Fortress Europe","Overland to Turkey, boat to Greece, then truck to European countries"
Agadez,Niger,,,Europe,Europe,,,2009,,"  2,000 ","  3,000 ",USD, 2000-3000 ,"  2,500 ",TRUE,,,Overland,Libya,"UNODC, 2011, https://www.unodc.org/documents/human-trafficking/Migrant-Smuggling/Report_SOM_West_Africa_EU.pdf",Via Libya
Aleppo,Syria,,,Europe,Europe,,,2014,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,Syrian,,Unknown,"Turkey, Libya","The Guardian, 20 October 2014, http://www.theguardian.com/world/2014/oct/20/-sp-migrants-tales-asylum-sea-mediterranean",Via Turkey and Libya.
Alexandria,Egypt,,,Europe,Europe,,,2013,"  3,000 ",,,USD,"  3,000 ","  3,000 ",TRUE,Syrian,,Boat,,"Foreign Policy, 16 October 2013, http://foreignpolicy.com/2013/10/16/at-sea/","Price for Syrian to go by boat from Alexandria, Egypt, to Europe"
Armenia,Armenia,,,Europe,Europe,,,2004,,"  1,000 ","  2,500 ",EUR, 1200-3010 ,"  2,105 ",TRUE,,,Unknown,,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
Cameroon,Cameroon,,,Europe,Europe,,,2010,"  4,525 ",,,USD,"  4,525 ","  4,525 ",TRUE,Cameroonian,,Overland and boat,,"Maybritt Jill Alpes, 2013, http://dare.ubvu.vu.nl/bitstream/handle/1871/52668/AUTR_Payer%20pour%20%C3%A9migrer.pdf?sequence=1",
China,China,,,Europe,Europe,,,2004,,"  25,000 ","  50,000 ",EUR, 30120-60240 ,"  45,180 ",TRUE,,,Unknown,,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
China,China,,,Europe,Europe,,,2005,,"  40,000 ","  80,000 ",CHF, 31200-62400 ,"  46,800 ",TRUE,,,Unknown,,"Beobachter, December 23rd 2005","Costs per person, garanteed smuggling"
China,China,,,Europe,Europe,,,2001,"  100,000 ",,,DEM,"  55,800 ","  55,800 ",TRUE,,,Unknown,,"Spiegel, April 30th 2001",Costs per person
China,China,,,Europe,Europe,,,2000,"  15,000 ",,,USD,"  15,000 ","  15,000 ",TRUE,,,Truck,,"Facts, June 22nd 2000",Costs per person
China,China,,,Europe,Europe,,,2006,,"  4,000 ","  5,000 ",EUR, 5000-6250 ,"  5,625 ",TRUE,,,Unknown,Macedonia,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Via FYROM
China,China,,,Europe,Europe,,,2006,,"  5,000 ","  10,000 ",EUR, 6250-12500 ,"  9,375 ",TRUE,,,Unknown,Serbia,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Via Serbia
China,China,,,Europe,Europe,,,2006,,"  30,000 ","  50,000 ",USD, 30000-50000 ,"  40,000 ",TRUE,,,Unknown,Ukraine,"ICMPD Yearbook 2006, 2007, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2007/_199_ICMPD_2006_Yearbook_Illegal_Migration_Version_17_7_2007_final_2pages_positive.pdf",Via Ukraine
DR Congo,DR Congo,,,Europe,Europe,,,2004,"  3,500 ",,,EUR,"  4,220 ","  4,220 ",TRUE,,,Unknown,,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
Egypt,Egypt,,,Europe,Europe,,,2015,,"  1,500 ","  3,000 ",USD, 1500-3000 ,"  2,250 ",TRUE,Syrian,,Boat,,"Deutsche Welle, 15 May 2015, http://www.dw.de/new-networks-trafficking-syrians-from-egypt-to-europe/a-18453011",Prices for Syrians
Egypt,Egypt,,,Europe,Europe,,,2014,,"  1,500 ","  3,000 ",USD, 1500-3000 ,"  2,250 ",TRUE,Egyptian,,Boat,,"The Nation, 11 February 2015, http://www.thenation.com/article/197833/why-syrian-refugees-risk-journey-death-europe#",Price per person for Egyptians
Egypt,Egypt,,,Europe,Europe,,,2015,,"  2,000 ","  5,000 ",USD, 2000-5000 ,"  3,500 ",TRUE,Syrian,,Boat,,"National Public Radio (USA), 19 June 2015, http://www.npr.org/sections/parallels/2015/06/19/415203706/the-business-of-smuggling-migrants-across-the-mediterranean",Price for Syrians
